Epoch	AverageEpRet	StdEpRet	MaxEpRet	MinEpRet	EpLen	AverageVVals	StdVVals	MaxVVals	MinVVals	TotalEnvInteracts	LossPi	LossV	DeltaLossPi	DeltaLossV	Entropy	KL	ClipFrac	StopIter	Time
0	-58.40839	0.0	-58.40839	-58.40839	1100.0	-4.9275994	1.1152803	-0.05542795	-6.743408	4000	0.007397364	3.0339159e-05	0.0005353149	-2.9184555e-05	-12.414372	0.67364556	0.868	1.0	5.954819440841675
1	-58.413563	3.8146973e-06	-58.413567	-58.413567	1100.0	-4.931873	1.1160324	-0.054450434	-6.7483826	8000	0.007927825	1.5922703e-06	0.0016302448	-1.3284653e-06	-12.460856	3.3191392	0.9715	1.0	11.574819803237915
2	-58.418728	0.0	-58.418728	-58.418728	1100.0	-4.932462	1.1161269	-0.055014577	-6.748873	12000	0.009556261	4.5510234e-07	-0.0017030928	-3.1923963e-07	-12.487574	1.1394055	0.91425	1.0	16.864336013793945
3	-58.423878	0.0	-58.423878	-58.423878	1100.0	-4.9329224	1.1162205	-0.055017795	-6.7495275	16000	0.0078509245	3.429077e-07	0.00025154836	-2.3928214e-07	-12.548584	1.4522136	0.92925	1.0	22.121911764144897
4	-58.429005	3.8146973e-06	-58.42901	-58.42901	1100.0	-4.9333615	1.1163177	-0.055007227	-6.7502556	20000	0.008118545	3.0958077e-07	8.746609e-05	-2.1981401e-07	-12.439023	0.3100128	0.79675	1.0	27.545122861862183
5	-58.434128	0.0	-58.434128	-58.434128	1100.0	-4.933791	1.1164192	-0.05502234	-6.750969	24000	0.008061334	2.9633685e-07	-0.00049545756	-2.1480183e-07	-12.479951	0.69814605	0.88475	1.0	32.81238007545471
6	-58.439228	3.8146973e-06	-58.43923	-58.43923	1100.0	-4.934219	1.1165206	-0.055030588	-6.7516756	28000	0.007607608	2.8715777e-07	0.00011347886	-2.1125253e-07	-12.4449005	0.43246827	0.82425	1.0	38.16901421546936
7	-58.44432	0.0	-58.44432	-58.44432	1100.0	-4.9346466	1.1166217	-0.05503921	-6.7523665	32000	0.00782296	2.7791947e-07	-0.0003302507	3.802137e-08	-12.489597	0.48330134	0.86275	2.0	43.52404832839966
8	-58.44939	3.8146973e-06	-58.449394	-58.449394	1100.0	-4.9350367	1.1168617	-0.05502589	-6.753016	36000	0.007488823	5.157282e-07	8.906145e-05	-1.8229349e-07	-12.517625	0.28514984	0.7985	1.0	48.87671637535095
9	-58.454456	0.0	-58.454456	-58.454456	1100.0	-4.9355097	1.1168869	-0.05499622	-6.7537417	40000	0.007529739	5.2436224e-07	-9.010499e-05	4.936278e-07	-12.525293	0.31597254	0.806	2.0	54.14894986152649
10	-58.459503	0.0	-58.459503	-58.459503	1100.0	-4.9358554	1.1169257	-0.055019952	-6.754428	44000	0.0074956203	1.2247963e-06	-0.0001634541	1.9385564e-06	-12.550668	0.30802512	0.80375	2.0	59.63789916038513
11	-58.464535	0.0	-58.464535	-58.464535	1100.0	-4.936419	1.1171432	-0.055233065	-6.7549477	48000	0.0074329237	3.2226342e-06	-6.566895e-05	-3.096278e-06	-12.509565	0.2489747	0.75725	2.0	66.98429322242737
